lam      chi    loggf
3895.430 3.292 -1.637     
3895.656 0.110 -1.670  
3896.036 2.176 -9.558         
3896.633 3.654 -5.373         
3897.449 2.949 -1.278      
3897.890 2.692 -0.736      
3897.977 3.695 -3.372     
3898.009 1.011 -2.018        
3898.129 3.686 -6.721         
3898.542 3.686 -6.046         
3899.029 2.453 -1.807     
3899.454 2.832 -4.154        
3899.707 0.087 -1.531  
3900.438 3.695 -2.320      
3900.515 3.241 -0.920  
3901.025 3.603 -6.360         
3902.126 3.547 -3.225        
3902.946 1.557 -0.466  
3902.992 4.103 -4.280         
3903.898 2.990 -0.805     
3904.081 2.728 -2.103         
3904.771 3.252 -3.318         
3905.005 3.417 -5.246         
3905.021 3.252 -3.648         
3905.183 3.241 -2.532         
3905.300 2.198 -5.131         
3905.654 2.469 -5.849         
3906.480 0.110 -2.243  
3906.529 2.728 -3.773         
3906.747 3.301 -0.947     
3906.962 3.283 -1.497         
3907.081 2.176 -6.966         
3907.338 3.301 -3.534        
3907.465 2.758 -1.884     
3907.934 2.758 -1.117     
3908.680 2.450 -3.648         
3908.893 2.482 -4.115         
3909.658 3.283 -1.220 
3909.830 2.845 -1.318     
3909.921 2.949 -6.280     
3910.516 3.241 -2.516         
3910.844 2.758 -1.549     
3910.975 2.609 -3.793      
3910.999 3.211 -1.257     
3911.174 3.211 -3.825         
3911.177 3.283 -2.756         
3911.450 2.176 -7.199         
3911.703 3.301 -3.549        
3911.964 3.603 -6.876         
3913.632 2.279 -1.663  
3914.273 3.283 -1.430 
3914.418 3.274 -2.267         
3914.577 3.274 -4.356         
3914.763 3.252 -2.633         
3914.957 3.111 -6.035        
3915.056 2.851 -5.291         
3915.075 3.274 -4.819         
3916.731 3.237 -0.584
3917.181 0.990 -2.155  
3918.181 3.017 -4.987         
3918.315 2.484 -1.380     
3918.415 2.845 -1.012     
3918.571 2.832 -1.821         
3918.642 3.018 -0.725     
3919.066 2.990 -1.113     
3919.288 3.547 -3.354        
3919.444 2.453 -3.936      
3920.258 0.121 -1.746  
3920.598 3.603 -7.475         
3920.630 2.425 -3.015         
3920.837 3.266 -1.327     
3921.075 2.559 -3.435      
3921.272 2.559 -2.852      
3922.071 2.482 -3.438         
3922.087 3.292 -2.436         
3922.477 3.301 -2.895         
3922.673 2.990 -2.004      
3922.912 0.052 -1.651  
3923.021 3.252 -2.268         
3923.068 2.198 -5.911         
3923.322 3.573 -3.078        
3923.916 3.047 -5.616         
3924.645 2.176 -5.506         
3925.155 3.017 -6.261        
3925.200 3.292 -1.400 
3925.532 3.252 -3.324         
3925.618 3.018 -5.405    
3925.644 2.831 -1.032     
3925.941 2.858 -0.936     
3926.013 3.241 -0.930     
3927.607 2.728 -3.844         
3927.920 0.110 -1.522     
3927.922 2.832 -2.274   
3928.083 3.211 -0.930     
3929.116 2.758 -1.881     
3929.208 3.251 -1.335        
3929.719 2.990 -5.490    
3929.846 2.588 -4.772      
3929.855 3.642 -3.602     
3930.028 3.547 -4.693        
3930.297 0.087 -1.491     
3930.490 3.211 -2.524         
3930.521 3.603 -6.465         
3930.875 2.453 -2.860    
3931.117 3.266 -1.140 
3931.265 3.241 -1.898         
3932.147 4.103 -2.215         
3932.583 2.469 -3.538         
3932.583 3.274 -3.034         
3932.627 2.727 -1.162      
3932.651 3.274 -3.742         
3932.653 2.865 -5.148         
3933.189 3.573 -3.257         
3933.600 3.071 -1.163     
3933.602 3.266 -2.054         
3934.242 3.654 -3.462         
3934.268 2.198 -6.962         
3935.114 3.252 -3.057         
3935.307 2.845 -1.870 
3935.812 2.831 -0.878     
3935.858 3.266 -2.129         
3935.867 3.547 -3.221        
3935.966 3.241 -4.048         
3936.787 3.211 -3.423         
3936.806 3.252 -1.943         
3937.328 2.692 -1.459     
3937.721 3.018 -1.816     
3938.903 3.071 -5.228        
3940.037 3.415 -2.013        
3940.328 2.609 -8.815      
3940.878 0.958 -2.600  
3941.275 3.266 -1.010 
3942.364 2.990 -2.074       
3942.440 2.845 -0.951     
3942.786 3.274 -1.314         
3943.341 2.198 -2.345     
3943.899 3.603 -4.474         
3944.381 3.301 -2.483         
3944.739 2.845 -2.090 
3944.889 2.990 -1.445      
3944.979 3.301 -2.031    
3945.117 2.758 -1.370    
3945.312 2.876 -5.365         
3946.995 3.211 -0.998      
3947.377 2.399 -2.649         
3947.507 2.949 -2.561     
3947.531 2.831 -1.223     
3947.850 3.603 -5.593         
3948.004 3.301 -3.678         
3948.097 3.241 -0.560     
3948.165 3.301 -3.076         
3948.277 3.241 -3.050         
3948.430 3.603 -4.241         
3948.481 3.211 -3.924         
3948.696 4.154 -2.525         
3948.775 3.267 -0.343        
3949.141 3.415 -1.560 
3949.228 2.482 -3.281         
3949.953 2.176 -1.251     
3949.967 1.011 -0.871  
3950.780 2.450 -4.306         
3951.163 3.274 -0.299     
3951.629 2.858 -2.661         
3952.602 2.692 -1.116      
3952.657 3.211 -2.033         
3952.696 2.845 -1.390     
3953.151 3.018 -1.203     
3953.496 3.547 -2.413        
3953.858 2.831 -2.030 
3954.163 2.223 -8.020         
3954.713 3.267 -2.828         
3954.802 3.654 -6.925         
3955.214 3.047 -3.707         
3955.341 3.283 -1.010 
3955.424 2.609 -4.901      
3955.452 2.424 -4.504     
3955.770 2.559 -3.794      
3955.956 3.071 -1.530     
3956.455 3.237 -0.343      
3956.677 2.692 -0.429      
3957.018 3.266 -0.562     
3957.298 2.588 -3.902      
3957.623 3.283 -2.240         
3959.453 3.211 -6.170         
3959.667 3.547 -2.629        
3960.279 3.640 -1.171     
3961.140 2.858 -1.790 
3961.394 3.071 -5.102        
3961.861 2.990 -7.574     
3961.905 3.547 -2.039        
3962.320 3.047 -5.882        
3962.352 3.266 -1.730 
3962.422 3.241 -4.147         
3962.644 3.642 -2.533     
3962.865 3.266 -3.402         
3963.101 3.283 -0.700  
3963.431 3.274 -1.390         
3963.991 3.018 -5.773    
3964.515 2.845 -1.592     
3965.509 3.241 -1.778     
3965.829 2.424 -2.669     
3966.062 1.608 -1.662     
3966.482 3.301 -7.066         
3966.500 3.292 -0.833         
3966.542 3.547 -2.449        
3966.552 3.301 -2.751         
3966.614 2.759 -1.983         
3966.628 3.211 -0.541         
3966.670 4.154 -2.794         
3966.810 3.301 -1.949     
3966.945 3.603 -4.544         
3967.128 3.266 -3.752         
3967.421 3.301 -0.600     
3967.505 3.573 -2.472        
3967.961 3.241 -0.888     
3968.108 3.573 -5.183         
3968.377 2.559 -3.834      
3968.570 3.241 -5.656         
3969.257 1.485 -0.428     
3969.628 3.251 -1.250 
3970.150 3.603 -6.429         
3970.389 3.071 -1.080 
3970.989 4.103 -1.268         
3971.323 2.692 -0.975     
3971.821 2.759 -3.330        
3972.912 3.573 -2.163         
3973.649 3.546 -1.016     
3973.993 3.252 -2.886         
3974.381 3.241 -1.900 
3974.651 3.047 -2.298         
3974.758 2.223 -2.611     
3975.206 2.469 -2.760 
3975.501 3.686 -3.515         
3975.841 3.547 -1.979        
3975.850 3.882 -1.270   
3976.177 3.654 -4.586         
3976.386 3.017 -2.180       
3976.546 3.252 -1.878         
3976.613 3.415 -0.847     
3976.863 3.301 -2.698         
3977.166 3.252 -2.729         
3977.741 2.198 -1.119     
3978.344 3.547 -3.373        
3978.456 2.832 -2.629   
3979.122 2.990 -2.390     
3979.650 3.266 -1.970  
3980.547 2.833 -5.273         
3980.627 2.425 -3.320         
3981.110 2.424 -2.950 
3981.620 2.990 -2.190    
3981.771 2.727 -1.117     
3982.174 3.603 -3.427         
3983.236 2.609 -4.717      
3983.356 3.017 -3.618         
3983.833 3.018 -3.257     
3983.956 2.727 -1.021     
3984.449 2.588 -3.902      
3984.931 3.283 -2.455         
3985.318 2.559 -2.482       
3985.387 3.301 -0.993     
3986.171 3.252 -1.620         
3986.178 3.211 -2.169         
3986.298 3.241 -1.770         
3987.958 3.603 -3.685         
3987.978 3.301 -3.344         
3988.594 3.301 -4.513         
3989.134 3.111 -5.027        
3989.241 3.283 -3.230         
3989.601 3.267 -1.154         
3989.857 3.546 -1.080    
3990.373 3.047 -1.513     
3990.554 3.241 -2.354         
3992.388 3.301 -3.691         
3992.640 2.588 -9.968      
3994.006 3.266 -1.914         
3994.009 3.267 -1.968         
3994.113 3.047 -1.615      
3994.265 2.876 -5.060         
3995.200 3.267 -1.660   
3995.236 3.635 -2.481    
3995.350 3.654 -8.912         
3995.983 2.727 -1.572     
3996.257 3.292 -2.399         
3996.278 2.990 -3.471     
3996.496 3.686 -4.786         
3996.788 4.154 -1.186         
3996.964 3.694 -0.766     
3997.201 3.603 -4.469         
3997.237 3.603 -5.305         
3997.392 2.727 -0.479      
3997.477 3.241 -6.790         
3997.481 3.241 -2.254         
3997.867 3.301 -4.986         
3998.053 2.692 -0.910     
3998.459 3.301 -3.554         
3998.764 3.640 -2.425    
3999.525 2.832 -3.869         
3999.614 3.301 -2.944         
4000.016 2.832 -3.018         
4000.234 3.301 -4.620         
4000.252 3.266 -1.620 
4000.457 2.990 -1.661     
4001.106 3.640 -2.461    
4001.176 3.642 -2.800    
4001.418 3.047 -6.349        
4001.662 2.176 -1.901     
4002.028 3.654 -5.176         
4002.635 2.882 -5.562         
4002.661 3.252 -2.350         
4003.521 3.642 -3.304    
4003.762 3.415 -1.312     
4004.594 2.851 -4.414         
4004.828 3.237 -1.094         
4004.979 3.017 -1.891         
4004.984 3.211 -2.362         
4005.242 1.557 -0.610  
4005.385 2.424 -2.542      
4005.484 2.588 -2.345      
4006.156 3.266 -2.301         
4006.311 3.267 -0.990 
4006.624 3.111 -1.371     
4006.718 3.635 -3.275    
4006.732 2.885 -5.775         
4007.240 2.279 -5.103      
4007.272 2.758 -1.276     
4009.174 3.654 -4.018         
4009.544 3.211 -2.103         
4009.713 2.223 -1.252     
4010.176 3.642 -1.790    
4010.746 2.609 -3.459      
4010.785 2.865 -4.622         
4011.407 2.559 -2.418     
4011.711 2.449 -2.690 
4011.882 2.949 -2.367     
4012.150 3.237 -1.822         
4012.163 3.654 -3.751         
4012.622 3.640 -3.371    
4013.196 3.237 -2.679         
4013.256 3.654 -6.247         
4013.260 3.603 -2.492         
4013.562 4.191 -1.340         
4013.639 3.211 -2.349         
4013.782 3.017 -2.149     
4013.828 3.017 -1.620         
4013.856 3.654 -3.062         
4013.890 2.424 -5.102      
4014.224 3.635 -4.160    
4014.265 3.018 -2.600     
4014.312 3.018 -5.420     
4014.531 3.047 -0.587       
4014.534 3.573 -0.200         
4016.323 3.017 -2.265        
4016.419 3.283 -1.600  
4016.540 2.728 -3.266        
4016.807 3.018 -2.472    
4017.084 2.758 -1.992     
4017.148 3.047 -1.063      
4017.456 2.845 -3.222         
4018.267 3.266 -1.234     
4018.325 3.686 -4.548         
4018.506 4.209 -1.597         
4019.042 2.608 -2.780 
4020.047 3.266 -4.590         
4020.151 3.640 -4.070    
4020.484 3.642 -1.770 
4021.603 2.424 -3.345      
4021.638 3.241 -2.669         
4021.867 2.758 -0.729     
4022.213 2.832 -2.557         
4022.450 2.404 -3.580   
4022.738 3.283 -3.671         
4022.740 3.252 -0.907         
4023.007 2.865 -4.831         
4023.952 2.876 -4.793         
4024.096 2.758 -2.740     
4024.725 3.241 -0.753     
4025.950 2.279 -5.785      
4026.912 2.424 -3.255     
4027.101 4.178 -2.608         
4027.805 2.940 -7.799         
4029.625 3.266 -2.230         
4029.629 3.266 -3.528         
4029.872 4.218 -2.273         
4030.185 2.198 -2.314     
4030.488 3.211 -0.555      
4030.890 3.694 -1.067     
4031.240 3.017 -2.570  
4031.727 3.018 -3.080     
4031.961 3.274 -1.060 
4032.084 2.433 -5.670    
4032.389 3.635 -4.085    
4032.447 2.882 -2.140         
4032.628 1.485 -2.377     
4032.669 3.573 -2.359        
4032.992 3.654 -3.613         
4033.186 2.559 -2.734     
4034.126 3.301 -2.432         
4034.750 3.047 -5.980         
4035.243 3.603 -2.450         
4035.980 3.018 -3.660     
4036.367 2.758 -2.840 
4036.428 4.076 -2.719     
4036.563 3.573 -2.511         
4037.123 4.209 -3.407         
4037.128 2.453 -4.960    
4037.746 2.279 -5.397      
4037.817 2.851 -4.545         
4038.369 3.640 -3.283    
4038.627 3.415 -1.896         
4038.634 3.301 -5.445         
4038.789 3.547 -2.348        
4039.667 2.998 -9.136         
4039.866 3.301 -5.225         
4039.938 2.728 -3.049        
4040.638 3.301 -1.120 
4040.829 3.642 -5.666    
4041.271 3.301 -1.873         
4041.278 3.301 -3.908         
4041.911 3.301 -3.050         
4042.044 2.424 -2.616     
4042.750 3.283 -3.270   
4043.252 3.267 -1.396         
4043.684 2.484 -2.772     
4043.758 3.635 -6.263    
4043.885 2.728 -5.416        
4043.897 3.241 -0.826     
4043.978 3.241 -1.211         
4044.492 4.103 -1.137         
4044.546 3.267 -2.092         
4044.609 2.831 -1.221     
4044.728 3.686 -3.105         
4045.368 3.603 -8.272         
4045.594 3.211 -0.896     
4045.812 1.485  0.280
4046.062 3.266 -1.297     
4047.304 2.279 -2.800     
4047.318 3.634 -4.118     
4047.905 4.320 -3.822        
4048.733 3.654 -4.320         
4048.884 3.603 -4.691         
4049.327 2.588 -2.440     
4049.772 3.640 -2.967    
4051.212 3.301 -3.918         
4051.314 4.076 -1.929     
4051.345 3.252 -5.168        
4051.905 3.396 -1.430 
4052.015 3.267 -2.670         
4052.246 3.642 -3.431    
4052.259 3.547 -4.696        
4052.273 4.220 -2.868         
4052.292 3.368 -2.260         
4052.315 3.634 -2.421      
4052.443 3.283 -2.129         
4052.652 3.047 -5.680         
4052.721 3.241 -1.399         
4053.081 3.267 -4.699         
4053.425 3.654 -2.464         
4053.823 3.071 -2.954         
4054.177 3.266 -2.060 
4054.414 3.292 -4.391         
4054.806 3.397 -1.010         
4054.867 3.417 -1.148    
4055.035 2.559 -1.920      
4055.081 3.686 -3.071         
4055.243 3.047 -0.626        
4055.972 3.640 -4.080    
4056.347 3.642 -1.743    
4056.538 2.865 -4.244         
4056.810 3.686 -3.707         
4057.343 2.758 -1.959     
4057.447 2.759 -3.845        
4057.658 3.415 -1.545        
4058.217 3.211 -1.112     
4058.454 3.642 -3.887    
4058.754 2.424 -2.094     
4059.466 2.453 -5.681    
4059.713 3.546 -1.373     
4060.152 2.433 -4.915     
4062.441 2.845 -0.862     
4063.276 3.368 -0.804         
4063.594 1.557  0.062
4063.627 4.103 -0.691         
4064.061 2.949 -5.137      
4064.267 3.654 -4.827         
4064.450 1.557 -3.282         
4065.381 3.430 -1.320 
4066.021 3.332 -2.063         
4066.585 2.990 -1.583     
4066.975 2.832 -1.043        
4067.271 2.559 -1.419  
4067.487 2.949 -3.130  
4067.600 3.301 -2.790   
4067.851 4.178 -1.791         
4067.978 3.211 -0.472     
4069.068 3.283 -1.890 
4069.252 3.415 -3.497         
4070.008 2.876 -3.480         
4070.450 3.047 -2.610         
4070.766 3.695 -1.667     
4070.771 3.241 -0.790  
4071.520 2.588 -2.019     
4071.738 1.608 -0.022  
4072.502 3.430 -1.439     
4073.762 3.266 -0.902     
4074.696 3.640 -2.477    
4074.786 3.047 -1.114     
4075.142 2.833 -5.049         
4076.218 3.071 -2.030 
4076.359 3.686 -3.997         
4076.490 2.608 -2.112     
4076.629 3.211 -0.529     
4076.800 3.266 -1.178     
4076.881 3.266 -1.441         
4077.201 3.642 -2.800    
4077.275 3.283 -2.691         
4078.354 2.608 -1.468     
4078.423 3.603 -2.371         
4079.002 3.573 -3.753        
4079.168 3.417 -1.200 
4079.838 2.858 -1.360     
4080.081 3.695 -6.369     
4080.209 3.283 -1.220 
4080.870 3.654 -4.063         
4080.877 3.292 -1.800 
4081.143 4.256 -2.263         
4081.220 2.759 -4.085        
4081.252 3.640 -3.037    
4081.366 3.274 -6.708        
4082.108 3.417 -1.540 
4082.226 3.603 -3.256         
4082.425 3.635 -1.550 
4083.549 2.279 -2.638     
4083.630 3.640 -2.535    
4083.710 4.220 -2.047         
4083.764 3.417 -1.764         
4083.765 3.642 -4.519    
4084.160 3.211 -4.752         
4084.208 2.759 -4.629         
4084.492 3.332 -0.710     
4085.004 2.845 -1.280    
4085.248 2.759 -3.199        
4085.303 3.241 -0.806     
4085.387 3.071 -3.943         
4085.984 4.154 -1.200 
4086.145 3.642 -3.092    
4086.836 4.260 -1.631         
4087.094 3.332 -1.400 
4087.139 3.417 -1.860         
4087.789 3.654 -2.850         
4087.918 2.453 -4.958     
4088.557 3.640 -1.530 
4088.990 3.301 -3.219         
4089.217 2.949 -2.022      
4090.073 3.396 -1.780 
4090.313 3.301 -2.865         
4090.332 1.608 -4.701         
4090.752 3.695 -3.463      
4090.954 3.368 -1.760 
4091.553 2.831 -2.068    
4092.277 3.635 -1.862    
4092.460 0.915 -4.330  
4093.602 3.038 -8.705         
4093.823 2.692 -5.018         
4095.270 4.191 -1.400     
4095.627 3.634 -2.552      
4095.971 2.588 -1.477     
4096.108 3.640 -2.953     
4096.209 0.958 -4.754         
4096.634 3.252 -6.618        
4096.656 3.368 -2.306         
4096.732 3.415 -2.852         
4096.905 3.415 -3.311         
4096.947 2.433 -3.634    
4097.017 3.430 -3.035         
4097.083 3.283 -1.690 
4097.235 3.686 -3.530         
4097.452 3.415 -5.633         
4098.176 3.241 -0.879     
4098.436 3.640 -3.900    
4098.639 3.642 -2.587     
4099.043 3.301 -7.317         
4099.051 3.252 -2.815         
4099.982 3.430 -2.373         
4100.238 3.283 -1.695         
4100.347 4.256 -1.836         
4100.349 2.851 -3.901         
4100.738 0.859 -3.179  
4100.909 2.453 -4.356    
4100.970 3.642 -3.931    
4101.097 3.640 -2.598    
4101.261 3.396 -1.380 
4101.652 3.430 -2.334         
4101.685 2.484 -2.590 
4103.298 3.018 -3.574     
4103.603 3.654 -3.653         
4103.611 3.252 -2.831         
4103.634 3.642 -2.670    
4104.112 3.266 -0.971         
4104.152 2.832 -5.610        
4104.462 2.990 -3.129    
4104.760 2.808 -4.981         
4104.941 3.332 -2.180  
4105.057 3.430 -1.998         
4105.449 2.998 -6.261         
4106.259 2.588 -2.300 
4106.423 3.396 -1.497     
4107.209 2.484 -3.260     
4107.488 2.831 -0.879     
4107.750 3.603 -4.054         
4108.133 3.241 -2.140 
4108.313 3.686 -5.930         
4108.860 3.252 -5.249        
4109.056 3.292 -1.560     
4109.802 2.845 -0.895    
4111.067 3.332 -3.174         
4112.088 3.547 -2.864        
4112.168 2.692 -3.894         
4112.319 3.396 -1.750 
4112.911 4.154 -1.083         
4112.959 4.178 -0.330   
4113.329 3.640 -2.629    
4114.445 2.831 -1.303     
4114.737 4.143 -3.042     
4114.938 3.368 -1.445     
4115.133 3.368 -2.655         
4115.881 3.642 -3.551    
4116.632 3.415 -5.524         
4116.707 3.415 -3.299         
4116.970 3.241 -2.610   
4117.711 3.654 -3.644         
4117.851 3.417 -2.418         
4117.868 4.283 -1.842         
4117.891 3.301 -6.227        
4118.545 3.573  0.215
4118.557 3.634 -2.957     
4118.887 3.266 -1.510 
4119.656 2.865 -4.329         
4120.026 3.573 -5.622         
4120.207 2.990 -1.267      
4120.351 3.267 -2.806         
4121.803 2.831 -1.450     
4122.004 3.274 -9.009        
4122.007 3.547 -3.913        
4122.516 2.845 -1.386     
4122.636 2.940 -6.176         
4122.650 3.573 -7.810         
4123.728 2.990 -1.858     
4123.765 2.609 -2.352     
4124.487 3.642 -2.240     
4125.221 2.453 -4.132    
4125.279 3.686 -3.296         
4125.620 4.220 -0.612         
4125.880 2.845 -2.215     
4126.183 3.332 -0.960  
4126.243 4.143 -2.087     
4126.855 2.845 -2.540 
4127.491 3.274 -6.550        
4127.608 2.858 -0.936        
4127.783 3.283 -1.241         
4127.814 3.415 -1.844         
4127.887 3.695 -5.084     
4128.539 3.695 -7.758      
4129.220 3.417 -2.030  
4129.461 3.396 -1.970 
4129.693 3.252 -6.532        
4130.037 1.557 -4.345         
4130.038 3.111 -2.636         
4130.068 3.695 -3.763     
4131.935 3.417 -1.453         
4131.971 3.266 -1.343         
4132.058 1.608 -0.675     
4132.349 3.686 -3.773         
4132.536 4.256 -0.799         
4132.700 4.154 -2.570         
4132.899 2.845 -1.006     
4132.943 1.608 -4.939         
4133.739 3.695 -6.132       
4133.856 3.368 -1.311     
4134.194 2.609 -3.732     
4134.336 0.000 -4.721     
4134.421 3.017 -1.696     
4134.425 3.417 -2.134         
4134.678 2.831 -0.649     
4135.271 3.397 -1.964         
4135.755 4.191 -1.748         
4136.521 3.368 -1.516     
4136.998 3.415 -0.453     
4137.420 4.283 -0.960  
4137.967 2.833 -3.584         
4138.839 2.279 -3.669      
4139.743 3.274 -7.285        
4139.927 0.990 -3.629  
4140.239 2.949 -3.038     
4140.403 3.417 -1.264         
4140.472 3.397 -3.134         
4141.350 3.017 -4.929        
4141.682 2.728 -4.332         
4141.800 4.143 -4.164     
4141.863 3.018 -1.927     
4141.891 2.728 -3.355         
4142.292 2.453 -3.612     
4142.419 3.573 -3.608        
4142.589 4.301 -1.020 
4143.415 3.047 -0.204     
4143.496 3.368 -1.555         
4143.826 2.858 -2.126        
4143.868 1.557 -0.511     
4145.199 2.692 -2.800 
4146.064 2.990 -1.970      
4147.342 3.332 -1.898         
4147.490 3.603 -2.471         
4147.669 1.485 -2.104  
4148.266 3.654 -2.934         
4148.420 3.603 -2.730         
4149.365 3.332 -0.848      
4149.484 3.695 -2.774     
4149.760 0.052 -5.533     
4150.249 3.430 -1.260 
4150.448 3.415 -1.771         
4151.821 3.573 -4.292         
4151.945 3.547 -1.600        
4151.955 3.252 -7.805        
4152.056 4.076 -2.393     
4152.169 0.958 -3.232  
4152.200 3.654 -3.244         
4152.761 3.430 -3.249         
4153.389 2.404 -3.155     
4153.900 3.396 -0.321     
4154.098 3.397 -1.617         
4154.389 2.759 -5.574         
4154.499 2.831 -0.688     
4154.806 3.368 -0.400      
4156.283 3.695 -2.868     
4156.452 3.368 -1.611         
4156.671 2.949 -1.823      
4156.799 2.831 -0.809     
4157.780 3.417 -0.403     
4157.855 2.940 -6.549         
4158.749 3.695 -2.278     
4158.792 3.430 -0.670 
4160.552 2.949 -2.880  
4160.777 4.209 -1.960         
4161.077 3.368 -1.690 
4161.167 3.038 -6.530         
4161.484 3.018 -2.153     
4162.918 3.017 -2.401         
4163.346 4.191 -2.501         
4163.670 3.417 -1.276         
4163.690 2.692 -3.315         
4163.960 2.851 -4.277         
4164.236 3.417 -3.720         
4164.689 3.301 -7.247        
4164.778 2.990 -2.981     
4164.850 3.301 -7.604        
4165.118 4.178 -2.228         
4165.359 3.640 -2.102    
4167.859 3.301 -1.863     
4167.976 3.642 -2.887    
4168.615 3.368 -1.940 
4168.942 3.417 -1.650 
4169.092 1.011 -6.190         
4169.756 3.396 -1.910 
4170.902 3.017 -1.086     
4171.424 3.018 -5.884     
4171.691 3.694 -1.435     
4171.899 3.301 -1.701     
4172.122 3.251 -0.893     
4172.314 3.252 -7.988        
4172.574 3.301 -2.810         
4172.641 3.332 -1.192      
4172.745 0.958 -3.074  
4172.964 4.218 -2.354         
4172.966 3.642 -2.454    
4173.178 3.397 -4.736         
4173.282 3.635 -4.972    
4173.315 2.845 -1.686     
4173.473 3.017 -2.185   
4173.809 3.267 -7.290        
4173.921 0.990 -3.293     
4174.402 3.573 -2.585         
4174.837 3.237 -6.645         
4174.913 0.915 -2.969  
4175.332 4.186 -1.978     
4175.636 2.845 -0.827     
4175.894 3.397 -2.472         
4176.566 3.368 -1.536         
4176.568 3.397 -3.922         
4176.866 3.695 -4.076     
4177.077 3.332 -4.328         
4177.325 3.301 -5.625        
4177.518 2.404 -3.881      
4177.594 0.915 -3.058  
4178.818 3.695 -3.247       
4179.688 3.640 -3.718    
4180.410 2.727 -2.910  
4181.133 2.559 -3.839     
4181.187 3.635 -2.137    
4181.225 4.076 -3.218     
4181.550 3.547 -1.412         
4181.755 2.831 -0.371     
4182.323 3.642 -6.016    
4182.383 3.017 -1.180     
4182.743 3.047 -6.696        
4182.758 3.417 -1.660 
4182.839 3.430 -3.435         
4182.907 3.018 -3.316     
4183.006 3.396 -2.170 
4184.221 2.692 -3.995         
4184.892 2.831 -0.869     
4185.080 2.759 -6.162         
4186.689 2.433 -5.281     
4187.039 2.449 -0.548  
4187.587 3.430 -1.230     
4187.617 3.640 -1.951    
4187.795 2.425 -0.554  
4188.703 4.209 -2.804         
4188.864 4.580 -2.749        
4189.557 3.694 -1.330    
4190.671 2.998 -6.251         
4191.431 2.469 -0.666     
4191.676 2.858 -1.493     
4192.082 2.990 -4.351 
4193.608 2.433 -3.359     
4194.162 3.686 -6.607         
4194.383 3.267 -7.323        
4194.493 2.727 -3.360  
4195.023 4.584 -1.346        
4195.329 3.332 -0.492      
4195.618 3.017 -1.797     
4196.147 3.018 -4.970 
4196.208 3.396 -0.696     
4196.531 2.949 -2.110  
4196.689 2.433 -2.849    
4197.096 0.990 -4.606         
4197.378 3.882 -2.440         
4198.247 3.368 -0.457     
4198.304 2.399 -0.719  
4198.472 3.695 -4.880     
4198.524 2.990 -2.922     
4198.634 3.417 -0.782     
4198.859 3.301 -7.520        
4199.095 3.047  0.155
4199.362 2.949 -3.570     
4199.542 3.301 -7.507        
4199.983 0.087 -4.750     
4200.777 1.608 -3.953         
4200.924 3.396 -0.827     
4201.709 3.573 -3.017         
4202.029 1.485 -0.708  
4202.336 2.588 -2.686     
4202.407 3.960 -2.143         
4202.693 3.695 -3.482      
4202.753 3.047 -2.220     
4202.763 3.017 -3.852         
4203.294 3.018 -3.618     
4203.403 3.252 -5.343        
4203.568 1.011 -3.869     
4203.938 3.634 -0.990      
4203.966 3.274 -2.907         
4203.985 2.845 -1.010     
4204.016 2.998 -5.468         
4204.187 4.584 -2.570        
4205.016 4.220 -2.150         
4205.098 2.559 -4.900     
4205.482 3.634 -5.697     
4205.538 3.417 -1.435     
4206.697 0.052 -3.960     
4207.127 2.831 -1.460 
4207.446 4.593 -1.904        
4208.216 3.634 -7.223     
4208.597 3.397 -3.024         
4208.601 3.397 -1.804         
4210.025 3.274 -5.674        
4210.344 2.482 -0.928     
4210.383 3.071 -1.242     
4211.517 4.312 -2.951         
4212.064 3.417 -3.896         
4213.423 2.728 -3.652         
4213.647 2.845 -1.290 
4214.351 2.609 -3.011     
4214.480 2.469 -3.671         
4214.828 4.076 -1.558     
4215.423 2.990 -1.756      
4215.459 2.759 -3.882         
4215.481 2.990 -3.385     
4215.661 3.038 -6.791         
4215.968 2.692 -3.014         
4216.136 4.593 -3.146         
4216.184 0.000 -3.356  
4216.220 2.453 -5.376     
4216.664 4.593 -1.084        
4217.546 3.430 -0.484     
4218.017 3.267 -6.594         
4218.120 0.990 -6.300         
4218.208 2.433 -3.541      
4219.112 3.368 -2.588         
4219.360 3.573  0.000
4219.414 2.990 -1.896     
4219.565 3.929 -4.030         
4219.593 3.547 -3.192         
4219.740 3.654 -5.304         
4220.050 3.928 -1.660 
4220.342 3.071 -1.311     
4222.213 2.449 -0.967  
4222.346 2.588 -4.343     
4222.566 3.301 -9.010        
4223.237 2.453 -3.849     
4223.729 2.949 -2.910  
4224.172 3.368 -0.506      
4224.191 2.940 -5.470         
4224.513 3.430 -1.040     
4224.628 2.759 -3.576         
4225.454 3.417 -0.510     
4225.660 3.415 -3.480         
4225.703 4.220 -1.599         
4225.791 2.424 -5.167      
4225.956 3.047 -1.410      
4226.361 2.453 -3.204    
4226.424 2.845 -1.520 
4226.741 3.237 -8.227         
4227.424 3.417 -5.702         
4227.427 3.332  0.266
4227.965 4.256 -2.204         
4228.718 3.368 -2.540  
4229.407 2.588 -3.184      
4229.510 3.274 -1.628     
4229.533 2.949 -3.176      
4229.752 1.485 -3.427  
4230.580 3.017 -2.600  
4231.106 3.018 -5.502 
4231.502 3.252 -5.058         
4231.598 2.609 -3.472     
4232.726 0.110 -4.928  
